"StadiumName","game_id","Season","TimeStartGame","TimeEndGame","TZOffset","Source","DistanceToStation","TimeMeasure","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","HomeTeam","RoofType","Longitude","Latitude","StadiumAzimuthAngle","Date"
"Georgia Dome",2014112300,2014,"11/23/2014 13:00","11/23/2014 16:05",-5,"Meteostat",4.41,"11/23/2014 17:00|11/23/2014 16:00|11/23/2014 15:00|11/23/2014 14:00|11/23/2014 13:00|11/23/2014 12:00|11/23/2014 18:00",53.1371428571429,50.8228571428571,91.8571428571429,0.0937142857142857,10.1814285714286,80,29.7713,"Moderate Rain|Light Rain","ATL","Indoor",-84.401,33.758,90,"11/23/2014"
"Georgia Dome",2016102309,2016,"10/23/2016 16:05","10/23/2016 19:36",-4,"Meteostat",4.41,"10/23/2016 21:00|10/23/2016 20:00|10/23/2016 16:00|10/23/2016 17:00|10/23/2016 19:00|10/23/2016 18:00",67.01,37.58,37.8333333333333,0,2.54666666666667,310,30.2008333333333,"Clear","ATL","Indoor",-84.401,33.758,90,"10/23/2016"
"Georgia Dome",2010102400,2010,"10/24/2010 13:00","10/24/2010 16:08",-4,"Meteostat",4.41,"10/24/2010 13:00|10/24/2010 12:00|10/24/2010 17:00|10/24/2010 18:00|10/24/2010 15:00|10/24/2010 14:00|10/24/2010 16:00",77.72,55.22,46.2857142857143,0,8.55714285714286,178.571428571429,30.0935714285714,"Clear","ATL","Indoor",-84.401,33.758,90,"10/24/2010"
"Georgia Dome",2015112202,2015,"11/22/2015 13:00","11/22/2015 16:05",-5,"Meteostat",4.41,"11/22/2015 13:00|11/22/2015 17:00|11/22/2015 18:00|11/22/2015 15:00|11/22/2015 12:00|11/22/2015 16:00|11/22/2015 14:00",46.4,24.0285714285714,41.4285714285714,0,12.18,277.142857142857,30.0724857142857,"Clear","ATL","Indoor",-84.401,33.758,90,"11/22/2015"
"Georgia Dome",2011101606,2011,"10/16/2011 13:00","10/16/2011 15:54",-4,"Meteostat",4.41,"10/16/2011 14:00|10/16/2011 15:00|10/16/2011 17:00|10/16/2011 12:00|10/16/2011 13:00|10/16/2011 16:00",80.18,43.52,27.6666666666667,0,3.85333333333333,287.5,30.0954833333333,"Clear","ATL","Indoor",-84.401,33.758,90,"10/16/2011"
"Georgia Dome",2017012200,2016,"1/22/2017 15:05","1/22/2017 18:31",-5,"Meteostat",4.41,"1/22/2017 18:00|1/22/2017 16:00|1/22/2017 15:00|1/22/2017 19:00|1/22/2017 17:00|1/22/2017 20:00",59.18,54.92,85.6666666666667,0.0681666666666667,12.8633333333333,140,29.1874333333333,"Light Rain|Moderate Rain","ATL","Indoor",-84.401,33.758,90,"01/22/2017"
"Georgia Dome",2013012001,2012,"1/20/2013 15:00","1/20/2013 17:56",-5,"Meteostat",4.41,"1/20/2013 18:00|1/20/2013 19:00|1/20/2013 17:00|1/20/2013 15:00|1/20/2013 14:00|1/20/2013 16:00",59,35.6,42,0,5.61333333333333,284,30.12355,"Clear","ATL","Indoor",-84.401,33.758,90,"01/20/2013"
"Georgia Dome",2010100305,2010,"10/3/2010 13:00","10/3/2010 16:02",-4,"Meteostat",4.41,"10/3/2010 12:00|10/3/2010 18:00|10/3/2010 16:00|10/3/2010 17:00|10/3/2010 13:00|10/3/2010 14:00|10/3/2010 15:00",66.1228571428571,43.34,44,0,13.2685714285714,322.857142857143,30.0126,"Clear","ATL","Indoor",-84.401,33.758,90,"10/03/2010"
"Georgia Dome",2011111308,2011,"11/13/2011 13:00","11/13/2011 16:27",-5,"Meteostat",4.41,"11/13/2011 17:00|11/13/2011 15:00|11/13/2011 12:00|11/13/2011 13:00|11/13/2011 16:00|11/13/2011 14:00|11/13/2011 18:00",66.1742857142857,46.2457142857143,48.7142857142857,0,8.73571428571429,205,30.1214,"Clear","ATL","Indoor",-84.401,33.758,90,"11/13/2011"
"Georgia Dome",2015112901,2015,"11/29/2015 13:00","11/29/2015 15:53",-5,"Meteostat",4.41,"11/29/2015 17:00|11/29/2015 14:00|11/29/2015 16:00|11/29/2015 13:00|11/29/2015 12:00|11/29/2015 15:00",72.17,53.54,52,0,7.14666666666667,186.666666666667,30.0925333333333,"Clear","ATL","Indoor",-84.401,33.758,90,"11/29/2015"
"Georgia Dome",2012010110,2011,"1/1/2012 16:15","1/1/2012 19:13",-5,"Meteostat",4.41,"1/1/2012 16:00|1/1/2012 17:00|1/1/2012 18:00|1/1/2012 20:00|1/1/2012 21:00|1/1/2012 19:00",59.54,37.82,44.3333333333333,0,12.0866666666667,301.666666666667,30.1181166666667,"Clear","ATL","Indoor",-84.401,33.758,90,"01/01/2012"
"Georgia Dome",2011010211,2010,"1/2/2011 13:00","1/2/2011 16:03",-5,"Meteostat",4.41,"1/2/2011 13:00|1/2/2011 15:00|1/2/2011 18:00|1/2/2011 14:00|1/2/2011 12:00|1/2/2011 17:00|1/2/2011 16:00",48.56,21.4828571428571,35,0,12.6314285714286,321.428571428571,30.1695428571429,"Clear","ATL","Indoor",-84.401,33.758,90,"01/02/2011"
"Georgia Dome",2014101200,2014,"10/12/2014 16:25","10/12/2014 19:29",-4,"Meteostat",4.41,"10/12/2014 20:00|10/12/2014 19:00|10/12/2014 16:00|10/12/2014 21:00|10/12/2014 17:00|10/12/2014 18:00",77.48,63.56,64.1666666666667,0,7.54833333333333,98.3333333333333,30.0098333333333,"Clear","ATL","Indoor",-84.401,33.758,90,"10/12/2014"
"Georgia Dome",2010111100,2010,"11/11/2010 20:20","11/11/2010 23:30",-5,"Meteostat",4.41,"11/11/2010 21:00|11/11/2010 23:00|11/11/2010 22:00|11/11/2010 20:00|11/12/2010 0:00|11/12/2010 1:00",47.69,43.88,86.8333333333333,0,0,NA,30.3272666666667,"Clear","ATL","Indoor",-84.401,33.758,90,"11/11/2010"
"Georgia Dome",2013122900,2013,"12/29/2013 13:00","12/29/2013 15:59",-5,"Meteostat",4.41,"12/29/2013 12:00|12/29/2013 13:00|12/29/2013 16:00|12/29/2013 17:00|12/29/2013 15:00|12/29/2013 14:00",48.47,42.77,80.5,0.0416666666666667,7.89166666666667,295,29.9675166666667,"Light Rain","ATL","Indoor",-84.401,33.758,90,"12/29/2013"
"Georgia Dome",2012110411,2012,"11/4/2012 20:20","11/4/2012 23:14",-5,"Meteostat",4.41,"11/4/2012 20:00|11/4/2012 21:00|11/4/2012 22:00|11/5/2012 1:00|11/5/2012 0:00|11/4/2012 23:00",51.53,41.15,67.6666666666667,0,6.73,318,30.0270666666667,"Clear","ATL","Indoor",-84.401,33.758,90,"11/04/2012"
"Georgia Dome",2014090700,2014,"9/7/2014 13:00","9/7/2014 16:18",-4,"Meteostat",4.41,"9/7/2014 17:00|9/7/2014 14:00|9/7/2014 15:00|9/7/2014 16:00|9/7/2014 12:00|9/7/2014 18:00|9/7/2014 13:00",85.5885714285714,70.8285714285714,61.7142857142857,0,5.63714285714286,166.666666666667,29.9543714285714,"Clear","ATL","Indoor",-84.401,33.758,90,"09/07/2014"
"Georgia Dome",2013091500,2013,"9/15/2013 13:00","9/15/2013 16:12",-4,"Meteostat",4.41,"9/15/2013 18:00|9/15/2013 17:00|9/15/2013 15:00|9/15/2013 16:00|9/15/2013 14:00|9/15/2013 12:00|9/15/2013 13:00",79.8542857142857,65.8142857142857,62.5714285714286,0,4.13714285714286,95,30.1100428571429,"Clear","ATL","Indoor",-84.401,33.758,90,"09/15/2013"
"Georgia Dome",2015101103,2015,"10/11/2015 13:00","10/11/2015 16:11",-4,"Meteostat",4.41,"10/11/2015 17:00|10/11/2015 16:00|10/11/2015 18:00|10/11/2015 13:00|10/11/2015 15:00|10/11/2015 14:00|10/11/2015 12:00",70.7257142857143,55.4514285714286,58.5714285714286,0,4.77714285714286,188.333333333333,29.951,"Clear","ATL","Indoor",-84.401,33.758,90,"10/11/2015"
"Georgia Dome",2011112001,2011,"11/20/2011 16:15","11/20/2011 19:21",-5,"Meteostat",4.41,"11/20/2011 20:00|11/20/2011 19:00|11/20/2011 18:00|11/20/2011 17:00|11/20/2011 16:00|11/20/2011 21:00",64.46,59.27,83.3333333333333,0,0.56,260,30.2706666666667,"Clear","ATL","Indoor",-84.401,33.758,90,"11/20/2011"
"Georgia Dome",2011100911,2011,"10/9/2011 20:20","10/9/2011 23:25",-4,"Meteostat",4.41,"10/9/2011 22:00|10/9/2011 23:00|10/9/2011 20:00|10/10/2011 1:00|10/10/2011 0:00|10/9/2011 21:00",68.9,54.71,60.6666666666667,0,11.2766666666667,60,30.1619333333333,"Clear","ATL","Indoor",-84.401,33.758,90,"10/09/2011"
"Georgia Dome",2013102000,2013,"10/20/2013 13:00","10/20/2013 16:05",-4,"Meteostat",4.41,"10/20/2013 17:00|10/20/2013 16:00|10/20/2013 18:00|10/20/2013 15:00|10/20/2013 14:00|10/20/2013 12:00|10/20/2013 13:00",65.8657142857143,38.5571428571429,37.4285714285714,0,1.63428571428571,330,30.0239857142857,"Clear","ATL","Indoor",-84.401,33.758,90,"10/20/2013"
"Georgia Dome",2016120400,2016,"12/4/2016 13:00","12/4/2016 15:59",-5,"Meteostat",4.41,"12/4/2016 16:00|12/4/2016 13:00|12/4/2016 17:00|12/4/2016 12:00|12/4/2016 15:00|12/4/2016 14:00",44.96,42.05,89.3333333333333,0.0231666666666667,9.01,80,30.07335,"Light Rain","ATL","Indoor",-84.401,33.758,90,"12/04/2016"
"Georgia Dome",2014113009,2014,"11/30/2014 16:05","11/30/2014 19:07",-5,"Meteostat",4.41,"11/30/2014 16:00|11/30/2014 17:00|11/30/2014 20:00|11/30/2014 21:00|11/30/2014 18:00|11/30/2014 19:00",58.85,44.63,61.1666666666667,0,2.88,190,30.2697166666667,"Clear","ATL","Indoor",-84.401,33.758,90,"11/30/2014"
"Georgia Dome",2017011400,2016,"1/14/2017 16:35","1/14/2017 19:50",-5,"Meteostat",4.41,"1/14/2017 20:00|1/14/2017 21:00|1/14/2017 17:00|1/14/2017 19:00|1/14/2017 16:00|1/14/2017 18:00",65.87,51.53,61.6666666666667,0,1.68,233.333333333333,30.3632,"Clear","ATL","Indoor",-84.401,33.758,90,"01/14/2017"
"Georgia Dome",2014091800,2014,"9/18/2014 20:25","9/18/2014 23:38",-4,"Meteostat",4.41,"9/18/2014 22:00|9/18/2014 21:00|9/18/2014 20:00|9/19/2014 0:00|9/18/2014 23:00|9/19/2014 1:00",70.7,64.64,81.5,0,1.12,85,29.9670166666667,"Clear","ATL","Indoor",-84.401,33.758,90,"09/18/2014"
"Georgia Dome",2016100201,2016,"10/2/2016 13:00","10/2/2016 16:16",-4,"Meteostat",4.41,"10/2/2016 12:00|10/2/2016 13:00|10/2/2016 15:00|10/2/2016 16:00|10/2/2016 14:00|10/2/2016 18:00|10/2/2016 17:00",77.3085714285714,51.7485714285714,40.1428571428571,0,4.97142857142857,271.428571428571,30.0366285714286,"Clear","ATL","Indoor",-84.401,33.758,90,"10/02/2016"
"Georgia Dome",2011121500,2011,"12/15/2011 20:20","12/15/2011 23:08",-5,"Meteostat",4.41,"12/15/2011 20:00|12/15/2011 21:00|12/16/2011 1:00|12/16/2011 0:00|12/15/2011 22:00|12/15/2011 23:00",63.5,54.95,74,0,1.12,220,30.1663333333333,"Clear","ATL","Indoor",-84.401,33.758,90,"12/15/2011"
"Gillette Stadium",2011091811,2011,"9/18/2011 16:15","9/18/2011 19:19",-4,"Meteostat",5.16,"9/18/2011 17:00|9/18/2011 16:00|9/18/2011 19:00|9/18/2011 21:00|9/18/2011 18:00|9/18/2011 20:00",58.31,43.49,59.6666666666667,0,5.94333333333333,55,30.3957166666667,"Clear","NE","Outdoor",-71.264,42.091,343,"09/18/2011"
"Gillette Stadium",2013112411,2013,"11/24/2013 20:30","11/25/2013 0:23",-5,"Meteostat",5.16,"11/25/2013 0:00|11/24/2013 20:00|11/24/2013 21:00|11/24/2013 22:00|11/24/2013 23:00|11/25/2013 1:00|11/25/2013 2:00",21.56,-3.12571428571429,33.1428571428571,0,14.92,294.285714285714,30.1707857142857,"Clear","NE","Outdoor",-71.264,42.091,343,"11/24/2013"
"Gillette Stadium",2013122907,2013,"12/29/2013 16:25","12/29/2013 19:26",-5,"Meteostat",5.16,"12/29/2013 21:00|12/29/2013 19:00|12/29/2013 20:00|12/29/2013 17:00|12/29/2013 18:00|12/29/2013 16:00",41.15,40.07,95.8333333333333,0.143,7.705,58.3333333333333,29.5659166666667,"Light Rain|Heavy Rain|Moderate Rain","NE","Outdoor",-71.264,42.091,343,"12/29/2013"
"Gillette Stadium",2012102108,2012,"10/21/2012 16:25","10/21/2012 19:51",-4,"Meteostat",5.16,"10/21/2012 17:00|10/21/2012 21:00|10/21/2012 20:00|10/21/2012 16:00|10/21/2012 19:00|10/21/2012 18:00",57.68,38.27,50.3333333333333,0,6.13166666666667,260,29.8533166666667,"Clear","NE","Outdoor",-71.264,42.091,343,"10/21/2012"
"Gillette Stadium",2014122807,2014,"12/28/2014 13:00","12/28/2014 15:43",-5,"Meteostat",5.16,"12/28/2014 17:00|12/28/2014 16:00|12/28/2014 15:00|12/28/2014 14:00|12/28/2014 13:00|12/28/2014 12:00",50,38.15,63.8333333333333,0,11.8683333333333,271.666666666667,29.8055833333333,"Clear","NE","Outdoor",-71.264,42.091,343,"12/28/2014"
"Gillette Stadium",2015091000,2015,"9/10/2015 20:30","9/10/2015 23:30",-4,"Meteostat",16.6827272727273,"9/10/2015 23:00|9/11/2015 0:00|9/10/2015 22:15|9/11/2015 1:15|9/10/2015 23:15|9/10/2015 20:15|9/10/2015 22:00|9/11/2015 1:00|9/10/2015 21:00|9/10/2015 20:00|9/10/2015 21:15",66.9036363636364,65.4145454545455,95.0909090909091,0.0275,7.11181818181818,36.6666666666667,29.8018,"Light Rain|NA","NE","Outdoor",-71.264,42.091,343,"09/10/2015"
"Gillette Stadium",2016120406,2016,"12/4/2016 13:00","12/4/2016 15:58",-5,"Meteostat",17.835,"12/4/2016 16:35|12/4/2016 17:00|12/4/2016 17:35|12/4/2016 16:00|12/4/2016 15:35|12/4/2016 15:00|12/4/2016 12:00|12/4/2016 14:00|12/4/2016 13:35|12/4/2016 14:35|12/4/2016 13:00|12/4/2016 12:35",37.295,19.34,49.3333333333333,0,6.7225,293.333333333333,30.1614416666667,"NA|Clear","NE","Outdoor",-71.264,42.091,343,"12/04/2016"
"Gillette Stadium",2019102711,2019,"10/27/2019 16:25","10/27/2019 19:36",-4,"Meteostat",16.518,"10/27/2019 20:54|10/27/2019 20:45|10/27/2019 21:00|10/27/2019 20:00|10/27/2019 16:10|10/27/2019 19:54|10/27/2019 16:45|10/27/2019 19:00|10/27/2019 17:00|10/27/2019 18:45|10/27/2019 17:10|10/27/2019 18:00|10/27/2019 18:50|10/27/2019 16:00|10/27/2019 15:45",51.584,49.796,93.5333333333333,0.0216666666666667,12.2673333333333,110.666666666667,29.7281266666667,"NA|Light Rain","NE","Outdoor",-71.264,42.091,343,"10/27/2019"
"Gillette Stadium",2019092206,2019,"9/22/2019 13:00","9/22/2019 15:58",-4,"Meteostat",17.3925,"9/22/2019 12:00|9/22/2019 12:45|9/22/2019 13:00|9/22/2019 12:54|9/22/2019 13:45|9/22/2019 17:00|9/22/2019 17:54|9/22/2019 14:00|9/22/2019 14:45|9/22/2019 13:54|9/22/2019 15:54|9/22/2019 15:00|9/22/2019 16:54|9/22/2019 16:00|9/22/2019 14:54|9/22/2019 16:45",80.54375,59.2925,49.9375,0,12.050625,225,30.0497125,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"09/22/2019"
"Gillette Stadium",2017102212,2017,"10/22/2017 20:30","10/22/2017 23:25",-4,"Meteostat",18.7305882352941,"10/22/2017 21:35|10/22/2017 21:54|10/22/2017 21:00|10/22/2017 20:54|10/22/2017 19:35|10/22/2017 19:54|10/22/2017 23:00|10/22/2017 20:00|10/22/2017 22:00|10/22/2017 23:35|10/22/2017 23:37|10/22/2017 20:15|10/22/2017 22:35|10/23/2017 0:25|10/23/2017 0:00|10/23/2017 1:00|10/23/2017 0:35",54.0976470588235,52.5941176470588,94.8235294117647,0,1.43235294117647,56.6666666666667,30.3625588235294,"NA|Clear","NE","Outdoor",-71.264,42.091,343,"10/22/2017"
"Gillette Stadium",2014092105,2014,"9/21/2014 13:00","9/21/2014 15:52",-4,"Meteostat",5.16,"9/21/2014 15:00|9/21/2014 14:00|9/21/2014 13:00|9/21/2014 16:00|9/21/2014 17:00|9/21/2014 12:00",78.17,67.7,70.3333333333333,0,8.82166666666667,155,29.75245,"Clear","NE","Outdoor",-71.264,42.091,343,"09/21/2014"
"Gillette Stadium",2020010401,2019,"1/4/2020 20:15","1/4/2020 23:12",-5,"Meteostat",17.802,"1/4/2020 22:45|1/4/2020 22:00|1/4/2020 23:45|1/4/2020 23:00|1/4/2020 22:25|1/4/2020 21:21|1/5/2020 0:00|1/4/2020 21:00|1/4/2020 20:45|1/4/2020 20:00|1/4/2020 19:45|1/4/2020 19:19|1/5/2020 1:00|1/5/2020 0:45|1/5/2020 0:42",40.352,38.012,91.6666666666667,0.004,7.62266666666667,204.666666666667,29.4751466666667,"NA|Clear|Light Rain","NE","Outdoor",-71.264,42.091,343,"01/04/2020"
"Gillette Stadium",2018012100,2017,"1/21/2018 15:05","1/21/2018 18:06",-5,"Meteostat",18.1641176470588,"1/21/2018 20:00|1/21/2018 18:54|1/21/2018 19:54|1/21/2018 19:35|1/21/2018 15:54|1/21/2018 19:00|1/21/2018 16:00|1/21/2018 16:35|1/21/2018 17:54|1/21/2018 18:00|1/21/2018 16:54|1/21/2018 17:00|1/21/2018 15:00|1/21/2018 17:35|1/21/2018 15:35|1/21/2018 14:54|1/21/2018 14:35",40.0894117647059,27.5741176470588,62.2941176470588,0,3.58235294117647,251.25,30.1451588235294,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"01/21/2018"
"Gillette Stadium",2011011600,2010,"1/16/2011 16:30","1/16/2011 19:35",-5,"Meteostat",5.16,"1/16/2011 16:00|1/16/2011 17:00|1/16/2011 19:00|1/16/2011 18:00|1/16/2011 20:00|1/16/2011 21:00",25.97,7.19,44.6666666666667,0,7.36333333333333,285,30.0743166666667,"Clear","NE","Outdoor",-71.264,42.091,343,"01/16/2011"
"Gillette Stadium",2018101412,2018,"10/14/2018 20:20","10/14/2018 23:27",-4,"Meteostat",13.02,"10/15/2018 1:00|10/15/2018 0:54|10/14/2018 21:00|10/14/2018 23:54|10/15/2018 0:00|10/14/2018 19:54|10/14/2018 23:00|10/14/2018 22:54|10/14/2018 22:00|10/14/2018 20:00|10/14/2018 21:54|10/14/2018 20:54",42.56,38.81,86.5833333333333,0,4.04,253.333333333333,30.2115083333333,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"10/14/2018"
"Gillette Stadium",2016121200,2016,"12/12/2016 20:30","12/12/2016 23:50",-5,"Meteostat",18.81,"12/13/2016 0:00|12/12/2016 20:35|12/12/2016 21:00|12/13/2016 0:35|12/12/2016 23:00|12/12/2016 22:35|12/12/2016 23:35|12/13/2016 1:00|12/12/2016 22:00|12/12/2016 20:00|12/12/2016 21:35|12/12/2016 19:35|12/13/2016 1:35",36.4584615384615,31.4461538461538,82.1538461538462,0,5.83076923076923,221.666666666667,29.8651615384615,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"12/12/2016"
"Gillette Stadium",2016101604,2016,"10/16/2016 13:00","10/16/2016 16:03",-4,"Meteostat",16.86,"10/16/2016 12:35|10/16/2016 13:35|10/16/2016 13:00|10/16/2016 15:00|10/16/2016 14:35|10/16/2016 14:00|10/16/2016 12:00|10/16/2016 18:00|10/16/2016 17:00|10/16/2016 16:35|10/16/2016 15:35|10/16/2016 17:35|10/16/2016 16:00",65.9092307692308,53.3784615384615,65.1538461538462,0,11.2676923076923,217.142857142857,30.0188153846154,"NA|Clear","NE","Outdoor",-71.264,42.091,343,"10/16/2016"
"Gillette Stadium",2017011401,2016,"1/14/2017 20:15","1/14/2017 23:26",-5,"Meteostat",17.835,"1/14/2017 23:35|1/15/2017 0:35|1/15/2017 0:00|1/14/2017 22:35|1/14/2017 23:00|1/14/2017 22:00|1/15/2017 1:00|1/14/2017 21:35|1/14/2017 21:00|1/14/2017 20:35|1/14/2017 19:35|1/14/2017 20:00",30.335,22.025,72,0,6.54,218.333333333333,30.3167,"NA|Clear","NE","Outdoor",-71.264,42.091,343,"01/14/2017"
"Gillette Stadium",2019101000,2019,"10/10/2019 20:20","10/10/2019 23:22",-4,"Meteostat",17.16,"10/11/2019 0:00|10/10/2019 23:54|10/10/2019 23:00|10/11/2019 0:45|10/10/2019 22:45|10/11/2019 1:00|10/10/2019 21:54|10/10/2019 21:00|10/11/2019 0:54|10/10/2019 22:00|10/10/2019 20:00|10/10/2019 19:54|10/10/2019 19:45|10/10/2019 20:54|10/10/2019 20:45",54.536,42.116,63.8666666666667,0,15.982,30.7692307692308,30.1147733333333,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"10/10/2019"
"Gillette Stadium",2016091804,2016,"9/18/2016 13:00","9/18/2016 16:08",-4,"Meteostat",16.86,"9/18/2016 18:00|9/18/2016 16:00|9/18/2016 17:00|9/18/2016 16:35|9/18/2016 17:35|9/18/2016 13:35|9/18/2016 15:35|9/18/2016 12:35|9/18/2016 14:00|9/18/2016 15:00|9/18/2016 12:00|9/18/2016 14:35|9/18/2016 13:00",78.4261538461539,69.1353846153846,73.7692307692308,0,13.3684615384615,230.769230769231,30.0098461538462,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"09/18/2016"
"Gillette Stadium",2010112112,2010,"11/21/2010 16:15","11/21/2010 19:06",-5,"Meteostat",5.16,"11/21/2010 16:00|11/21/2010 19:00|11/21/2010 21:00|11/21/2010 20:00|11/21/2010 17:00|11/21/2010 18:00",30.32,21.8,71.1666666666667,0,1.34666666666667,65,30.54585,"Clear","NE","Outdoor",-71.264,42.091,343,"11/21/2010"
"Gillette Stadium",2015122005,2015,"12/20/2015 13:00","12/20/2015 16:06",-5,"Meteostat",12.765,"12/20/2015 18:00|12/20/2015 15:00|12/20/2015 17:00|12/20/2015 14:00|12/20/2015 16:00|12/20/2015 15:15|12/20/2015 13:00|12/20/2015 12:00|12/20/2015 12:15|12/20/2015 14:15",39.578,18.608,42.8,0,9.311,258.571428571429,30.41884,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"12/20/2015"
"Gillette Stadium",2019122910,2019,"12/29/2019 13:00","12/29/2019 16:01",-5,"Meteostat",17.4416666666667,"12/29/2019 18:00|12/29/2019 17:54|12/29/2019 17:45|12/29/2019 17:00|12/29/2019 16:00|12/29/2019 14:45|12/29/2019 14:54|12/29/2019 15:54|12/29/2019 16:54|12/29/2019 16:45|12/29/2019 15:45|12/29/2019 13:54|12/29/2019 15:00|12/29/2019 12:00|12/29/2019 14:00|12/29/2019 13:45|12/29/2019 12:54|12/29/2019 13:00",40.6,23.47,51.1666666666667,0,3.02777777777778,213,30.1652888888889,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"12/29/2019"
"Gillette Stadium",2018100400,2018,"10/4/2018 20:20","10/4/2018 23:34",-4,"Meteostat",18.7305882352941,"10/5/2018 1:00|10/4/2018 23:00|10/4/2018 22:35|10/5/2018 0:39|10/5/2018 0:00|10/4/2018 23:41|10/4/2018 23:35|10/4/2018 22:28|10/5/2018 0:35|10/4/2018 21:35|10/4/2018 19:35|10/4/2018 21:00|10/4/2018 20:54|10/4/2018 22:00|10/4/2018 19:36|10/4/2018 20:00|10/4/2018 20:35",65.7870588235294,64.3682352941177,95.3529411764706,0,5.85176470588235,232.5,29.9138764705882,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"10/04/2018"
"Gillette Stadium",2012010101,2011,"1/1/2012 13:00","1/1/2012 16:02",-5,"Meteostat",5.16,"1/1/2012 16:00|1/1/2012 15:00|1/1/2012 13:00|1/1/2012 17:00|1/1/2012 18:00|1/1/2012 14:00|1/1/2012 12:00",51.0028571428571,36.3971428571429,58,0,9.06428571428571,195.714285714286,29.9202,"Clear","NE","Outdoor",-71.264,42.091,343,"01/01/2012"
"Gillette Stadium",2012111103,2012,"11/11/2012 13:00","11/11/2012 16:12",-5,"Meteostat",5.16,"11/11/2012 17:00|11/11/2012 18:00|11/11/2012 16:00|11/11/2012 15:00|11/11/2012 14:00|11/11/2012 13:00|11/11/2012 12:00",61.4428571428571,44.0085714285714,53.1428571428571,0,8.90428571428571,191.428571428571,30.4289571428571,"Clear","NE","Outdoor",-71.264,42.091,343,"11/11/2012"
"Gillette Stadium",2011101610,2011,"10/16/2011 16:15","10/16/2011 19:21",-4,"Meteostat",5.16,"10/16/2011 21:00|10/16/2011 17:00|10/16/2011 16:00|10/16/2011 18:00|10/16/2011 19:00|10/16/2011 20:00",60.32,39.86,47.1666666666667,0,7.17666666666667,206.666666666667,29.7150333333333,"Clear","NE","Outdoor",-71.264,42.091,343,"10/16/2011"
"Gillette Stadium",2012011400,2011,"1/14/2012 20:00","1/14/2012 23:10",-5,"Meteostat",5.16,"1/15/2012 0:00|1/15/2012 1:00|1/14/2012 22:00|1/14/2012 23:00|1/14/2012 19:00|1/14/2012 21:00|1/14/2012 20:00",22.4342857142857,1.01428571428571,39.5714285714286,0,11.0328571428571,301.428571428571,29.9868571428571,"Clear","NE","Outdoor",-71.264,42.091,343,"01/14/2012"
"Gillette Stadium",2011112100,2011,"11/21/2011 20:30","11/21/2011 23:27",-5,"Meteostat",5.16,"11/22/2011 1:00|11/21/2011 22:00|11/21/2011 23:00|11/21/2011 20:00|11/22/2011 0:00|11/21/2011 21:00",29.51,25.88,86.1666666666667,0,0,NA,30.3602666666667,"Clear","NE","Outdoor",-71.264,42.091,343,"11/21/2011"
"Gillette Stadium",2015112300,2015,"11/23/2015 20:30","11/24/2015 0:02",-5,"Meteostat",14.3781818181818,"11/24/2015 2:00|11/24/2015 1:00|11/24/2015 0:15|11/23/2015 23:00|11/23/2015 22:15|11/24/2015 0:00|11/23/2015 22:00|11/23/2015 20:15|11/23/2015 21:15|11/23/2015 21:00|11/23/2015 20:00",26.6818181818182,10.6781818181818,51.5454545454545,0,4.27636363636364,273.333333333333,30.1370909090909,"Clear|NA","NE","Outdoor",-71.264,42.091,343,"11/23/2015"
"Gillette Stadium",2019122101,2019,"12/21/2019 16:30","12/21/2019 19:33",-5,"Meteostat",16.8942857142857,"12/21/2019 18:45|12/21/2019 18:18|12/21/2019 16:00|12/21/2019 19:45|12/21/2019 15:45|12/21/2019 21:00|12/21/2019 20:54|12/21/2019 19:54|12/21/2019 20:00|12/21/2019 19:00|12/21/2019 17:00|12/21/2019 16:50|12/21/2019 18:00|12/21/2019 17:45",30.3671428571429,24.44,78.9285714285714,0,3.53071428571429,195.714285714286,30.4934928571429,"NA|Clear","NE","Outdoor",-71.264,42.091,343,"12/21/2019"
"Gillette Stadium",2011010200,2010,"1/2/2011 13:00","1/2/2011 15:56",-5,"Meteostat",5.16,"1/2/2011 13:00|1/2/2011 12:00|1/2/2011 17:00|1/2/2011 16:00|1/2/2011 14:00|1/2/2011 15:00",45.56,45.2,98.6666666666667,0.00733333333333333,1.90666666666667,246.666666666667,29.8508666666667,"Clear|Light Rain","NE","Outdoor",-71.264,42.091,343,"01/02/2011"
"Gillette Stadium",2013120802,2013,"12/8/2013 13:00","12/8/2013 16:41",-5,"Meteostat",5.16,"12/8/2013 18:00|12/8/2013 16:00|12/8/2013 15:00|12/8/2013 17:00|12/8/2013 14:00|12/8/2013 13:00|12/8/2013 12:00",30.6628571428571,13.4342857142857,48.2857142857143,0,2.27428571428571,100,30.5433,"Clear","NE","Outdoor",-71.264,42.091,343,"12/08/2013"
